1,33.924
2,33.924
3,33.924
4,33.924
5,33.924
6,33.924
7,33.924
8,33.934
9,33.887
10,33.879
11,33.915
12,33.857
13,33.872
14,33.896
15,33.863
16,33.854
17,33.838
18,33.868
19,33.911
20,33.869
21,33.867
22,33.866
23,33.887
24,33.938
25,33.844
26,33.867
27,33.896
28,33.909
29,33.908
30,33.903
31,33.878
32,33.89
33,33.88
34,33.893
35,33.906
36,33.872
37,33.883
38,33.832
39,33.876
40,33.867
41,33.864
42,33.886
43,33.879
44,33.89
45,33.864
46,33.873
47,33.885
48,33.852
49,33.885
50,33.873
51,33.99
52,33.984
53,34.085
54,34.196
55,34.038
56,33.928
57,33.897
58,33.873
59,33.864
60,33.88
61,33.904
62,33.875
63,33.915
64,33.866
65,33.892
66,33.902
67,33.893
68,33.9
69,33.885
70,33.871
71,33.915
72,33.86
73,33.87
74,33.877
75,33.838
76,33.879
77,33.845
78,33.915
79,33.889
80,33.905
81,33.864
82,33.913
83,33.845
84,33.911
85,33.916
86,33.866
87,33.931
88,33.91
89,33.89
90,33.876
91,33.918
92,33.904
93,33.86
94,33.842
95,33.89
96,33.832
97,33.852
98,33.836
99,33.9
100,33.861
101,33.941
102,33.941
103,34.014
104,34.056
105,33.909
106,33.938
107,33.877
108,33.921
109,33.911
110,33.878
111,33.871
112,33.88
113,33.9
114,33.913
115,33.85
116,33.897
117,33.912
118,33.887
119,33.859
120,33.877
121,33.876
122,33.876
123,33.912
124,33.871
125,33.873
126,33.891
127,33.891
128,33.88
129,33.884
130,33.871
131,33.852
132,33.941
133,33.889
134,33.879
135,33.862
136,33.857
137,33.858
138,33.852
139,33.886
140,33.864
141,33.87
142,33.876
143,33.89
144,33.87
145,33.875
146,33.856
147,33.84
148,33.816
149,33.856
150,33.874
151,33.899
152,33.894
153,33.975
154,33.974
155,33.955
156,33.915
157,33.86
158,33.867
159,33.894
160,33.9
161,33.894
162,33.833
163,33.894
164,33.866
165,33.877
166,33.909
167,33.799
168,33.899
169,33.903
170,33.874
171,33.856
172,33.843
173,33.851
174,33.85
175,33.875
176,33.925
177,33.859
178,33.899
179,33.869
180,33.893
181,33.895
182,33.889
183,33.865
184,33.887
185,33.882
186,33.867
187,33.849
188,33.88
189,33.881
190,33.861
191,33.907
192,33.846
193,33.874
194,33.812
195,33.842
196,33.882
197,33.836
198,33.868
199,33.891
200,33.886
201,33.887
202,33.896
203,33.933
204,33.964
205,33.865
206,33.863
207,33.856
208,33.852
209,33.875
210,33.877
211,33.868
212,33.892
213,33.852
214,33.91
215,33.852
216,33.875
217,33.885
218,33.885
219,33.905
220,33.854
221,33.864
222,33.877
223,33.869
224,33.869
225,33.874
226,33.875
227,33.873
228,33.883
229,33.871
230,33.927
231,33.86
232,33.879
233,33.886
234,33.861
235,33.881
236,33.87
237,33.847
238,33.866
239,33.885
240,33.926
241,33.901
242,33.872
243,33.862
244,33.884
245,33.909
246,33.91
247,33.859
248,33.92
249,33.831
250,33.856
251,33.876
252,33.898
253,33.901
254,33.902
255,33.873
256,33.846
257,33.871
258,33.886
259,33.887
260,33.861
261,33.866
262,33.868
263,33.858
264,33.87
265,33.857
266,33.849
267,33.839
268,33.874
269,33.899
270,33.877
271,33.892
272,33.841
273,33.87
274,33.874
275,33.816
276,33.866
277,33.868
278,33.846
279,33.852
280,33.794
281,33.835
282,33.818
283,33.899
284,33.817
285,33.845
286,33.893
287,33.869
288,33.849
289,33.847
290,33.901
291,33.814
292,33.869
293,33.841
294,33.839
295,33.834
296,33.855
297,33.827
298,33.824
299,33.85
300,33.83
301,33.889
302,33.867
303,33.909
304,33.935
305,33.896
306,33.838
307,33.857
308,33.851
309,33.809
310,33.813
311,33.847
312,33.832
313,33.832
314,33.864
315,33.832
316,33.873
317,33.837
318,33.881
319,33.862
320,33.87
321,33.856
322,33.879
323,33.879
324,33.853
325,33.874
326,33.874
327,33.846
328,33.862
329,33.847
330,33.86
331,33.834
332,33.836
333,33.845
334,33.829
335,33.827
336,33.822
337,33.864
338,33.832
339,33.836
340,33.857
341,33.864
342,33.875
343,33.828
344,33.826
345,33.854
346,33.857
347,33.856
348,33.895
349,33.861
350,33.861
351,33.882
352,33.832
353,33.899
354,33.87
355,33.887
356,33.838
357,33.832
358,33.807
359,33.852
360,33.824
361,33.838
362,33.85
363,33.883
364,33.866
365,33.85
366,33.788
367,33.863
368,33.817
369,33.832
370,33.856
371,33.842
372,33.878
373,33.842
374,33.858
375,33.833
376,33.85
377,33.879
378,33.835
379,33.86
380,33.869
381,33.819
382,33.789
383,33.814
384,33.8
385,33.838
386,33.834
387,33.837
388,33.85
389,33.857
390,33.871
391,33.872
392,33.789
393,33.888
394,33.873
395,33.827
396,33.815
397,33.805
398,33.834
399,33.827
400,33.838
401,33.822
402,33.849
403,33.871
404,33.869
405,33.875
406,33.872
407,33.863
408,33.806
409,33.8
410,33.809
411,33.83
412,33.817
413,33.833
414,33.847
415,33.861
416,33.867
417,33.842
418,33.884
419,33.828
420,33.891
421,33.882
422,33.867
423,33.836
424,33.864
425,33.899
426,33.837
427,33.839
428,33.83
429,33.837
430,33.83
431,33.831
432,33.854
433,33.854
434,33.808
435,33.852
436,33.899
437,33.81
438,33.873
439,33.866
440,33.821
441,33.867
442,33.858
443,33.825
444,33.84
445,33.806
446,33.85
447,33.828
448,33.853
449,33.846
450,33.825
451,33.823
452,33.877
453,33.837
454,33.851
455,33.829
456,33.832
457,33.804
458,33.86
459,33.789
460,33.832
461,33.821
462,33.868
463,33.825
464,33.845
465,33.825
466,33.852
467,33.844
468,33.803
469,33.815
470,33.83
471,33.827
472,33.794
473,33.786
474,33.811
475,33.817
476,33.806
477,33.784
478,33.799
479,33.817
480,33.868
481,33.79
482,33.784
483,33.787
484,33.82
485,33.801
486,33.842
487,33.841
488,33.826
489,33.813
490,33.82
491,33.791
492,33.843
493,33.88
494,33.81
495,33.822
496,33.795
497,33.817
498,33.774
499,33.805
500,33.884
501,33.837
502,33.848
503,33.841
504,33.836
505,33.821
506,33.815
507,33.799
508,33.872
509,33.791
510,33.816
511,33.801
512,33.831
513,33.876
514,33.815
515,33.843
516,33.809
517,33.773
518,33.837
519,33.815
520,33.825
521,33.768
522,33.748
523,33.851
524,33.8
525,33.831
526,33.823
527,33.838
528,33.83
529,33.777
530,33.831
531,33.821
532,33.818
533,33.852
534,33.809
535,33.786
536,33.812
537,33.793
538,33.808
539,33.824
540,33.83
541,33.833
542,33.839
543,33.779
544,33.807
545,33.794
546,33.788
547,33.83
548,33.805
549,33.813
550,33.792
551,33.772
552,33.801
553,33.818
554,33.862
555,33.811
556,33.815
557,33.857
558,33.818
559,33.793
560,33.838
561,33.832
562,33.799
563,33.823
564,33.81
565,33.812
566,33.833
567,33.838
568,33.814
569,33.844
570,33.834
571,33.853
572,33.82
573,33.828
574,33.87
575,33.813
576,33.785
577,33.857
578,33.808
579,33.82
580,33.858
581,33.832
582,33.798
583,33.821
584,33.821
585,33.818
586,33.801
587,33.794
588,33.764
589,33.76
590,33.8
591,33.831
592,33.76
593,33.827
594,33.788
595,33.819
596,33.812
597,33.814
598,33.825
599,33.773
600,33.783
601,33.797
602,33.796
603,33.811
604,33.785
605,33.799
606,33.825
607,33.844
608,33.824
609,33.814
610,33.782
611,33.796
612,33.832
613,33.768
614,33.813
615,33.78
616,33.78
617,33.759
618,33.803
619,33.81
620,33.753
621,33.824
622,33.829
623,33.794
624,33.766
625,33.782
626,33.8
627,33.792
628,33.784
629,33.796
630,33.803
631,33.78
632,33.816
633,33.786
634,33.772
635,33.826
636,33.797
637,33.759
638,33.821
639,33.772
640,33.752
641,33.792
642,33.76
643,33.772
644,33.778
645,33.763
646,33.81
647,33.77
648,33.775
649,33.773
650,33.799
651,33.787
652,33.805
653,33.795
654,33.757
655,33.791
656,33.816
657,33.82
658,33.774
659,33.785
660,33.788
661,33.769
662,33.796
663,33.79
664,33.804
665,33.772
666,33.773
667,33.767
668,33.75
669,33.767
670,33.762
671,33.805
672,33.821
673,33.79
674,33.818
675,33.787
676,33.776
677,33.754
678,33.761
679,33.744
680,33.781
681,33.759
682,33.771
683,33.758
684,33.83
685,33.799
686,33.81
687,33.806
688,33.739
689,33.817
690,33.749
691,33.763
692,33.777
693,33.768
694,33.778
695,33.777
696,33.825
697,33.778
698,33.809
699,33.77
700,33.781
701,33.78
702,33.796
703,33.811
704,33.795
705,33.794
706,33.786
707,33.734
708,33.804
709,33.778
710,33.799
711,33.81
712,33.775
713,33.765
714,33.777
715,33.809
716,33.779
717,33.802
718,33.765
719,33.785
720,33.786
721,33.776
722,33.793
723,33.786
724,33.757
725,33.75
726,33.758
727,33.794
728,33.763
729,33.749
730,33.757
731,33.804
732,33.764
733,33.75
734,33.83
735,33.742
736,33.715
737,33.714
738,33.763
739,33.796
740,33.754
741,33.785
742,33.758
743,33.764
744,33.749
745,33.74
746,33.74
747,33.755
748,33.69
749,33.755
750,33.802
751,33.772
752,33.808
753,33.744
754,33.815
755,33.769
756,33.758
757,33.812
758,33.764
759,33.757
760,33.792
761,33.719
762,33.802
763,33.72
764,33.736
765,33.778
766,33.767
767,33.797
768,33.782
769,33.728
770,33.77
771,33.763
772,33.776
773,33.737
774,33.736
775,33.736
776,33.747
777,33.794
778,33.755
779,33.765
780,33.773
781,33.754
782,33.739
783,33.747
784,33.752
785,33.752
786,33.706
787,33.797
788,33.736
789,33.728
790,33.727
791,33.779
792,33.766
793,33.731
794,33.719
795,33.786
796,33.776
797,33.733
798,33.733
799,33.707
800,33.736
801,33.736
802,33.76
803,33.768
804,33.753
805,33.76
806,33.708
807,33.736
808,33.774
809,33.722
810,33.744
811,33.798
812,33.725
813,33.755
814,33.769
815,33.713
816,33.744
817,33.745
818,33.748
819,33.734
820,33.744
821,33.687
822,33.772
823,33.756
824,33.752
825,33.748
826,33.766
827,33.744
828,33.714
829,33.721
830,33.77
831,33.713
832,33.75
833,33.732
834,33.723
835,33.714
836,33.753
837,33.698
838,33.779
839,33.762
840,33.735
841,33.743
842,33.734
843,33.74
844,33.773
845,33.768
846,33.738
847,33.757
848,33.759
849,33.736
850,33.716
851,33.738
852,33.724
853,33.724
854,33.757
855,33.778
856,33.752
857,33.703
858,33.779
859,33.748
860,33.774
861,33.755
862,33.775
863,33.734
864,33.772
865,33.72
866,33.738
867,33.733
868,33.748
869,33.795
870,33.778
871,33.762
872,33.772
873,33.717
874,33.76
875,33.783
876,33.74
877,33.769
878,33.717
879,33.753
880,33.758
881,33.75
882,33.738
883,33.731
884,33.779
885,33.702
886,33.747
887,33.745
888,33.724
889,33.773
890,33.725
891,33.732
892,33.758
893,33.773
894,33.715
895,33.754
896,33.768
897,33.732
898,33.747
899,33.767
900,33.765
901,33.735
902,33.733
903,33.718
904,33.765
905,33.79
906,33.75
907,33.743
908,33.699
909,33.718
910,33.679
911,33.724
912,33.722
913,33.735
914,33.697
915,33.75
916,33.707
917,33.759
918,33.763
919,33.728
920,33.712
921,33.712
922,33.744
923,33.741
924,33.753
925,33.71
926,33.659
927,33.747
928,33.725
929,33.762
930,33.717
931,33.686
932,33.721
933,33.709
934,33.728
935,33.702
936,33.741
937,33.721
938,33.744
939,33.715
940,33.749
941,33.689
942,33.679
943,33.72
944,33.689
945,33.731
946,33.774
947,33.742
948,33.734
949,33.699
950,33.76
951,33.77
952,33.716
953,33.711
954,33.749
955,33.736
956,33.741
957,33.708
958,33.716
959,33.711
960,33.71
961,33.7
962,33.717
963,33.7
964,33.748
965,33.721
966,33.743
967,33.678
968,33.695
969,33.717
970,33.751
971,33.721
972,33.722
973,33.737
974,33.696
975,33.704
976,33.764
977,33.691
978,33.733
979,33.753
980,33.743
981,33.679
982,33.672
983,33.759
984,33.681
985,33.668
986,33.719
987,33.711
988,33.715
989,33.674
990,33.743
991,33.716
992,33.696
993,33.741
994,33.66
995,33.707
996,33.702
997,33.733
998,33.731
999,33.729
1000,33.713
1001,33.72
1002,33.702
1003,33.724
1004,33.735
1005,33.722
1006,33.715
1007,33.741
1008,33.699
1009,33.687
1010,33.709
1011,33.735
1012,33.682
1013,33.661
1014,33.737
1015,33.709
1016,33.695
1017,33.753
1018,33.733
1019,33.717
1020,33.7
1021,33.719
1022,33.725
1023,33.696
1024,33.787
1025,33.714
1026,33.752
1027,33.708
1028,33.695
1029,33.687
1030,33.677
1031,33.697
1032,33.731
1033,33.743
1034,33.694
1035,33.705
1036,33.696
1037,33.697
1038,33.67
1039,33.702
1040,33.717
1041,33.712
1042,33.725
1043,33.661
1044,33.688
1045,33.762
1046,33.704
1047,33.719
1048,33.688
1049,33.656
1050,33.66
1051,33.721
1052,33.666
1053,33.702
1054,33.674
1055,33.673
1056,33.709
1057,33.681
1058,33.713
1059,33.696
1060,33.681
1061,33.686
1062,33.693
1063,33.688
1064,33.694
1065,33.687
1066,33.734
1067,33.667
1068,33.734
1069,33.711
1070,33.683
1071,33.677
1072,33.676
1073,33.699
1074,33.731
1075,33.667
1076,33.678
1077,33.699
1078,33.711
1079,33.701
1080,33.682
1081,33.687
1082,33.696
1083,33.689
1084,33.713
1085,33.68
1086,33.662
1087,33.709
1088,33.687
1089,33.736
1090,33.699
1091,33.699
1092,33.634
1093,33.704
1094,33.659
1095,33.635
1096,33.685
1097,33.693
1098,33.695
1099,33.679
1100,33.672
1101,33.71
1102,33.651
1103,33.655
1104,33.661
1105,33.706
1106,33.696
1107,33.693
1108,33.655
1109,33.695
1110,33.675
1111,33.693
1112,33.654
1113,33.65
1114,33.665
1115,33.696
1116,33.618
1117,33.683
1118,33.678
1119,33.66
1120,33.646
1121,33.717
1122,33.706
1123,33.669
1124,33.687
1125,33.693
1126,33.714
1127,33.688
1128,33.722
1129,33.652
1130,33.697
1131,33.676
1132,33.659
1133,33.656
1134,33.672
1135,33.717
1136,33.671
1137,33.709
1138,33.687
1139,33.68
1140,33.665
1141,33.683
1142,33.682
1143,33.655
1144,33.632
1145,33.608
1146,33.689
1147,33.652
1148,33.658
1149,33.646
1150,33.671
1151,33.628
1152,33.68
1153,33.665
1154,33.658
1155,33.673
1156,33.632
1157,33.656
1158,33.656
1159,33.684
1160,33.672
1161,33.685
1162,33.656
1163,33.655
1164,33.667
1165,33.661
1166,33.632
1167,33.633
1168,33.707
1169,33.659
1170,33.668
1171,33.633
1172,33.684
1173,33.636
1174,33.669
1175,33.666
1176,33.721
1177,33.672
1178,33.622
1179,33.642
1180,33.653
1181,33.67
1182,33.695
1183,33.667
1184,33.654
1185,33.672
1186,33.687
1187,33.665
1188,33.669
1189,33.678
1190,33.682
1191,33.624
1192,33.673
1193,33.677
1194,33.663
1195,33.669
1196,33.672
1197,33.668
1198,33.667
1199,33.637
1200,33.646
1201,33.648
1202,33.627
1203,33.652
1204,33.653
1205,33.659
1206,33.645
1207,33.644
1208,33.642
1209,33.656
1210,33.7
1211,33.661
1212,33.643
1213,33.684
1214,33.676
1215,33.625
1216,33.609
